cascade_id,video_url,label,event_title,french,spanish,russian,arabic
f190,https://www.youtube.com/watch?v=pAVWWORnQWo,fake,Fake Note Currency Printing In Bangladesh,impression fausse monnaie de note dans bangladesh,falsa impresión de billetes de moneda en Bangladesh,поддельная примечание валюта печать в Бангладеше,همية طباعة العملة الورقية في بنغلاديش
f191,https://www.youtube.com/watch?v=aWzJz3rGR6E,fake,Hiding from the SWAT police,se cachant de la police SWAT,escondiéndose de la policía swat,скрываясь от полиции Сват,يختبئ من الشرطة سوات
f192,https://www.facebook.com/MobilePhoneMovie/videos/656225827781122/,fake,29 Celebrity Impressions,29 impressions de célébrités,29 impresiones de celebridades,29 показов знаменитости,29 الانطباعات المشاهير
f193,https://www.youtube.com/watch?v=NlMw4EwkSE0,fake,Licking bird poo and wearing it too,lécher chiures d'oiseaux et porter trop,lamiendo excrementos de aves y que lo lleva demasiado,лизать птицы мочиться и носить его слишком,لعق براز الطيور وارتدائه جدا
f194,https://www.youtube.com/watch?v=BIWeEFV59d4,fake,Kobe jumps over a speeding car,kobe ​​saute par-dessus une voiture excès de vitesse,Kobe salta por encima de un coche en marcha,Коби перепрыгивает через превышение скорости автомобиля,كوبي يقفز فوق سيارة مسرعة
f195,https://www.youtube.com/watch?v=QuCiScr2tz8,fake,USA vs JAPAN - Ultimate Selfie Stick Fight,usa vs Japon - lutte bâton selfie ultime,EE.UU. vs Japón - autofoto última pelea palo,США против Японии - конечная селфи палочка бой,الولايات المتحدة الأمريكية ضد اليابان - صورة شخصية في نهاية المطاف عصا الحرب
f196,https://www.youtube.com/watch?v=YersIyzsOpc,fake,Greatest freak out ever,le plus grand jamais paniquer,mejor susto,Наибольший урод когда-либо,أعظم يفزع من أي وقت مضى
f197,https://www.youtube.com/watch?v=l7yt-VPYtOA,fake,$250,000 car gets windshield SMASHED by kid on a skateboard!!!,250 000 $ voiture est le pare-brise fracassé par enfant sur une planche à roulettes !!!,$ 250.000 coche consigue parabrisas destrozado por niño en un monopatín !!!,$ 250 000 автомобиля получает лобовое стекло разбитого на малыше на скейтборде !!!,$ 250،000 سيارة يحصل الزجاج الأمامي حطمت من قبل طفل على لوح التزلج !!!
f198,https://www.youtube.com/watch?v=mWbPrDGtCj0,fake,Hi Walter It's Me Patrick – I have a new girlfriend,salut walter c'est moi patrick - j'ai une nouvelle petite amie,Hola Walter es mi Patrick - tengo una nueva novia,привет Вальтер это я патрик - у меня есть новая подруга,مرحبا التر انها لي باتريك - لدي صديقة جديدة
f199,https://www.youtube.com/watch?v=_nWZKnzwG48,fake,Airplane is being stopped by a Nissan Frontier,avion est arrêté par une frontière de nissan,avión está siendo detenido por un nissan frontier,Самолет быть остановлен Nissan Frontier,يتم توقف الطائرة عن طريق الحدود نيسان
r0,https://www.facebook.com/kalikudukka/videos/510223752354499/,real,young girl bombed while singing Syria,jeune fille bombardée en chantant syrie,niña bombardeada mientras canta Siria,молодая девушка бомбили во время пения в Сирию,قصفت فتاة أثناء الغناء سوريا
r1,https://www.youtube.com/watch?v=T65WI1o0aKA,real,Plane Crash Essendon Airport DFO Shopping Centre,Melbourne,Crash d'un avion aéroport essendon mpo centre commercial,melbourne,avión Aeropuerto accidente Essendon DFO centro comercial,Melbourne,Авиакатастрофа Эссендон аэропорт DFO торгового центра,мельбурн,طائرة بمطار تحطم essendon DFO مركز التسوق، ملبورن
r2,https://www.facebook.com/Thomastown3074/videos/10154445158101317/,real,Plane Crash at DFO,accident d'avion à mpo,accidente de avión en el DFO,Авиакатастрофа в ДФО,تحطم طائرة في DFO
r3,https://www.youtube.com/watch?v=FLUjak-EYxA,real,Melbourne Plane Crash in Shopping Mall Near Essendon Airport,melbourne accident d'avion dans un centre commercial près de l'aéroport essendon,Melbourne accidente aéreo en el centro comercial cerca del aeropuerto de Essendon,мельбурн Авиакатастрофа в торговом центре возле Эссендон,تحطم طائرة ملبورن في مركز للتسوق بالقرب من مطار essendon
r4,https://www.youtube.com/watch?v=4oC5FbymejE,real,Ortakoy Reina security camera,Ortaköy reina caméra de sécurité,ortakoy Reina de cámaras de seguridad,Ортакей Reina камеры безопасности,أورتاكوي رينا كاميرا الأمن
r5,https://www.youtube.com/watch?v=W2Z2g0x8GWA,real,Terrifying ISIS Paris attack,Isis terrible attaque de paris,parís ataque aterrador Isis,ужасающим ISIS париж атака,هجوم باريس إيزيس مرعب
r6,https://www.youtube.com/watch?v=4XnGKJAarhA,real,Attacks in Paris During Bataclan Theatre attack,les attaques à Paris pendant l'attaque de cinéma bataclan,ataques en París durante el ataque teatro bataclan,Теракты в Париже во время Bataclan театра атаки,هجمات في باريس خلال هجوم المسرح باتاكلان
r7,https://www.facebook.com/bukanmeme/videos/584705081685693/,real,Bataclan attack People flee Paris theater seconds after terrorists open fire,Les gens d'attaque Bataclan secondes théâtre fuir Paris après que des terroristes ouvrent le feu,Bataclan de ataque la gente huye de París segundos después de que terroristas de teatro fuego abierto,Bataclan нападают на людей бежать париж театр секунд после того,как террористы открывают огонь,باتاكلان هجوم يفر الناس باريس المسرح ثانية بعد الإرهابيون يطلقون النار
r8,https://www.youtube.com/watch?v=HDZP08LZlKM,real,shocking tiger attack in Beijing's wildlife park,attaque de tigre choquant dans le parc animalier de beijing,ataque de tigre impactante en el parque de la fauna de Beijing,шокирующим тигр нападение в парке дикой природы в Пекине,هجوم نمر صدمة في محمية للحيوانات البرية في بكين
r9,https://www.youtube.com/watch?v=MCy73kt0p4w,real,White Tiger Kills Student At Delhi Zoo l Boy Mauled To Death By Tiger,tigre blanc tue étudiant au zoo delhi l garçon malmené à mort par tigre,tigre blanco mata a estudiante en Delhi Zoo l niño mutilado a muerte por el tigre,белый тигр убивает студент в дели зоопарка л мальчик помятого до смерти тигра,نمر أبيض يقتل طالب في دلهي حديقة الحيوان ل فتى نهشت حتى الموت على يد النمر
r10,https://www.youtube.com/watch?v=OXhvd5Hmkqw,real,White tiger kills man who fell into its enclosure at Delhi zoo,tigre blanc tue l'homme qui est tombé dans son enclos au zoo delhi,tigre blanco mata a hombre que cayó en su recinto en el zoológico de Delhi,белый тигр убивает человека,который упал в его корпус в дели зоопарке,نمر أبيض يقتل الرجل الذي سقط في الضميمة في دلهي حديقة الحيوان
r11,https://www.youtube.com/watch?v=j4lVxK8R39g,real,California police officer responding to car accident killed by suspected gang member,california officier de police répondant à un accident de voiture tué par un gang soupçonné de membre,california oficial de policía en respuesta a accidente de coche mató miembro de una banda sospechosa,калифорния полицейский в ответ на автомобильной аварии убит подозреваемый член банды,ضابط شرطة كاليفورنيا الاستجابة لحادث سيارة قتل يشتبه عضو في عصابة
r12,https://www.youtube.com/watch?v=g_I6mripDlA,real,Battle of Aleppo 2016 Fierce Fighting and Firefights Between Rebels and SAA Syria War,bataille de 2016 alep combats acharnés et des échanges de tirs entre les rebelles et saa guerre syrie,batalla de Alepo 2016 intensos combates y enfrentamientos entre los rebeldes y la guerra siria saa,битва алеппо 2016 года ожесточенные бои и перестрелки между повстанцами и SAA сирии войны,معركة حلب 2016 قتال عنيف ومعارك بين المتمردين وحرب سوريا صاعا
r13,https://www.youtube.com/watch?v=UoMDjmLGA1I,real,Rhino Chases Motorcycle Down The Street,rhinocéros chasse moto dans la rue,rinoceronte persigue motocicleta por la calle,носорог гонит на мотоцикле по улице,وحيد القرن مطاردات دراجة نارية في الشارع
r14,https://www.youtube.com/watch?v=LG4btWVrtB4,real,Rhino (Gaida) in Hetauda Bazar,rhino (gaida) dans Hetauda bazar,Rhino (gaida) en bazar Hetauda,Rhino (Гайда) в Hetauda Bazar,وحيد القرن (غيداء) في بازار هيتاودا
r15,https://www.facebook.com/pmwhiphop/videos/1292422170775751/,real,Boy falls into Gorilla World exhibit at Cincinnati Zoo,garçon tombe dans monde gorille exposition au zoo cincinnati,chico cae en gorila mundo exhiben en el parque zoológico de Cincinnati,Мальчик попадает в горилл мировой выставке в Cincinnati зоопарке,يقع الولد إلى الغوريلا المعرض العالمي في سينسناتي حديقة الحيوان
r16,https://www.youtube.com/watch?v=GdODXdLtjg4,real,Turkey military coup F-16 bombing,coup d'état militaire de dinde f-16 bombardements,pavo golpe militar F-16 de bombardeo,индейка военный переворот F-16 бомбового,انقلاب عسكري تركيا و 16 تفجير
r17,https://www.youtube.com/watch?v=0iR-mCOX308,real,Turkey Coup: Tank Runs Over Multiple Cars,coup de dinde: courses de chars sur plusieurs voitures,pavo golpe: se ejecuta a través de múltiples tanques coches,индейка переворот: танк работает на нескольких автомобилях,تركيا انقلاب: يدير دبابات على سيارات متعددة
r18,https://www.youtube.com/watch?v=9RHdbRw6ZRE,real,Airstrikes,tanks roving streets: Dramatic moments of Turkey coup attempt,raids aériens,des chars rues: errantes moments dramatiques de coup de dinde tentative,ataques aéreos,tanques itinerantes calles: momentos dramáticos de intento de golpe de pavo,авиаудары,танки бродячих улиц: драматические моменты попытки переворота индейки,الضربات الجوية والدبابات متنقل الشوارع: لحظات مثيرة من محاولة انقلاب تركيا
r19,https://www.facebook.com/TheWatchmanMinistries/videos/1105939256144051/,real,Nice attack Front view of Truck Attack,belle vue de face d'attaque d'attaque de camion,bonita vista ataque frente de ataque de camiones,красивый вид атаки фронт атаки грузовика,منظر جميل الهجوم أمام هجوم بشاحنة
r20,https://www.youtube.com/watch?v=QbJhLSmtlZg,real,Norman Atlantic ferry passenger films fire,billowing smoke,evacuation,films passagers ferry-boat atlantique norman feu,fumée tourbillonnant,évacuation,Norman transbordador atlántico películas de pasajeros fuego,humo ondulante,evacuación,Norman атлантического паром пассажирских фильмы огнь,вздымающийся дым,эвакуация,نورمان العبارة الأطلسي الأفلام الركاب النار، يتصاعد الدخان والإخلاء
r21,https://www.facebook.com/CBSEveningNews/videos/10154910638434073/,real,Russian Ambassador to Turkey Being Shot and Killed in Ankara Museum,L'ambassadeur russe à la Turquie d'être abattu dans le musée ankara,ruso embajador en Turquía se disparó y mató en el museo de Ankara,русский посол в Турции быть застрелен в музее АНКАРОЙ,السفير الروسي إلى تركيا إطلاق النار وقتل في متحف أنقرة
r22,https://www.youtube.com/watch?v=rvOAG6OwaRY,real,Footage of Charlie Hebdo terrorist attack,images de charlie hebdo attaque terroriste,escenas de Charlie Hebdo ataque terrorista,кадры чарли Hebdo теракта,لقطات من هجوم إرهابي شارلي ابدو
r23,https://www.facebook.com/tounesalyoum.officiel/videos/1069026979789992/,real,Overview of deadly terrorist attack against French satirical magazine #CharlieHebdo,Vue d'ensemble d'une attaque terroriste meurtrière contre le magazine satirique français #charliehebdo,visión general de ataque terrorista mortal contra francés #charliehebdo revista satírica,Обзор смертоносного теракта против французского сатирического журнала #charliehebdo,نظرة عامة حول الهجوم الإرهابي القاتل ضد الفرنسية #charliehebdo مجلة الساخرة
r24,https://www.youtube.com/watch?v=gLTculVDUac,real,Eye witness video moments after Moscow Domodedovo airport bombing,moments vidéo témoin oculaire après le bombardement de l'aéroport moscou domodedovo,momentos testigo ocular de vídeo después de atentado en el aeropuerto Domodedovo de Moscú,глаз свидетель видео моментов после взрыва аэропорта Домодедово,لحظات العين شاهد الفيديو بعد تفجير مطار موسكو دوموديدوفو
r25,https://www.youtube.com/watch?v=btQ7zZ3cyuw,real,Super cops foil bank robbery in 10 seconds,les super cops feuille vol de banque en 10 secondes,súper policías papel de robo de un banco en 10 segundos,супер копа фольги ограбления банка в течение 10 секунд,رجال شرطة سوبر احباط سرقة مصرف في 10 ثانية
r26,https://www.youtube.com/watch?v=yhO7gZobaqY,real,Moment of explosion caught on tape at Domodedovo airport,moment de l'explosion capturé sur bande à l'aéroport de Domodedovo,momento de la explosión capturado en la cinta en el aeropuerto de Domodedovo,Момент взрыва поймали на ленте в аэропорту Домодедово,لحظة الانفجار اشتعلت على الشريط في مطار دوموديدوفو
r27,https://www.youtube.com/watch?v=fg3GrfR2wiQ,real,South Carolina Cop Shoots Unarmed Black Man,Walter Scott,In The Back,flic tire au sud caroline homme noir non armé,walter scott,dans le dos,carolina del sur policía dispara hombre negro desarmado,Walter Scott,en la parte de atrás,Южная Каролина полицейский стреляет безоружный чернокожий,Вальтер Скотт,в спине,ساوث كارولينا شرطي يطلق النار على رجل أسود أعزل، والتر سكوت، في الجزء الخلفي
r28,https://www.youtube.com/watch?v=Ttyxt3bjq2k,real,South Carolina: Police Dashcam of Moments Before Shooting,caroline du sud: DASHCAM de police des moments avant la prise de vue,Carolina del Sur: dashcam policía de momentos antes de disparar,Южная Каролина: полиция автомобильный видеорегистратор моментов перед стрельбой,ساوث كارولينا: dashcam الشرطة من قبل لحظات من اطلاق النار
r29,https://www.youtube.com/watch?v=DSv-rvGrkgU,real,The fall of Apaci on the beach,la chute de apaci sur la plage,la caída de APACI en la playa,падение APACI на пляже,سقوط apaci على الشاطئ
r30,https://www.youtube.com/watch?v=PfqCJJcOX8U,real,Camera catches explosion in Istanbul,Turkey,caméra attrape une explosion à istanbul,Turquie,cámara capta explosión en Estambul,Turquía,камера ловит взрыв в Стамбуле,Турция,كاميرا يمسك انفجار في اسطنبول، تركيا
r31,https://www.youtube.com/watch?v=heSOBf-sOm8,real,Earthquake in Nepal 2015,CCTV footage,tremblement de terre en 2015 népal,images cctv,terremoto en Nepal 2015,imágenes de CCTV,Землетрясение в Непале 2015,Видеодомофон кадры,زلزال في نيبال عام 2015، لقطات الدوائر التلفزيونية المغلقة
r32,https://www.facebook.com/linda.mcnamara.7543/videos/10152728829596514/,real,Volcano Eruption in Papua New Guinea,l'éruption du volcan en Nouvelle-Guinée papouasie,erupción del volcán en Papua Nueva Guinea,Извержение вулкана в Папуа-Новой Гвинее,ثوران بركان في بابوا غينيا الجديدة
r33,https://www.facebook.com/ExclusiveVideosAll/videos/1406953265999170/,real,Istanbul Istıklal street suicide bomb attack kills five,istanbul rue Istiklal attentat suicide à la bombe tue cinq,Estambul calle Istiklal ataque suicida con bomba mata a cinco,Стамбул Улица Истикляль теракт убивает пять,اسطنبول شارع الاستقلال هجوم انتحاري يقتل خمسة
r34,https://www.youtube.com/watch?v=VOq6owl8k4M,real,CNN has obtained videos from inside the Westgate Mall,cnn a obtenu des vidéos à l'intérieur du centre commercial Westgate,CNN ha obtenido vídeos desde el interior del centro comercial Westgate,спп получил видео внутри торгового центра Westgate,وقد حصلت CNN الفيديو من داخل المركز التجاري ويست جيت
r35,https://www.youtube.com/watch?v=4NiGeXo8dok,real,USA: Donald Trump sworn in as 45th US president,usa: donald trump prêté serment comme 45e président américain,EE.UU.: Donald Trump juramento como 45º presidente de Estados Unidos,США: Donald козырь приведен к присяге как 45-й президент США,الولايات المتحدة الأمريكية: دونالد ترامب اليمين الدستورية في 45 كما لنا الرئيس
r36,https://www.youtube.com/watch?v=nDKenAmTmyQ,real,Watch the Trumps walk during inaugural parade,regarder les atouts à pied lors de la parade inaugurale,ver los triunfos pie durante el desfile inaugural,смотреть козыри ходить во время инаугурационного парада,مشاهدة ينسخ سيرا على الأقدام خلال العرض الافتتاحي
r37,https://www.youtube.com/watch?v=0qEosFIoSnA,real,White tiger kills man who fell into its enclosure at Delhi zoo,tigre blanc tue l'homme qui est tombé dans son enclos au zoo delhi,tigre blanco mata a hombre que cayó en su recinto en el zoológico de Delhi,белый тигр убивает человека,который упал в его корпус в дели зоопарке,نمر أبيض يقتل الرجل الذي سقط في الضميمة في دلهي حديقة الحيوان
r38,https://www.youtube.com/watch?v=tusRN2EIC_M,real,Istanbul new year Reina nightclub attack leaves 39 dead,discothèque nouvelle année reina istanbul attaque laisse 39 morts,Estambul nuevo ataque discoteca Reina año deja 39 muertos,Стамбул новый года рейн ночная атака оставляет 39 мертвых,اسطنبول الجديد هجوم رينا ملهى ليلي عام يترك 39 قتيلا
r39,https://www.youtube.com/watch?v=FMAjINH_rAs,real,Refugee rescue ship,navire de sauvetage réfugiés,barco de rescate de refugiados,Беженец спасательное судно,اللاجئين سفينة النجاة
r40,https://www.youtube.com/watch?v=a6sG41GDwtA,real,Polar bear attacks woman in the Berlin Zoo in Germany,les attaques d'ours polaire femme dans le zoo de Berlin en Allemagne,Mujer polar ataques de osos en el zoológico de Berlín en Alemania,полярный медведь нападения женщина в Берлинском зоопарке в Германии,القطبية هجمات الدب امرأة في حديقة حيوان برلين في ألمانيا
r41,https://www.youtube.com/watch?v=3GpzWnWKxkE,real,Mentally ill man jumps into lion enclosure in Chile 2016,l'homme malade mental saute dans l'enceinte du lion au Chili 2016,enfermo mental salta al recinto de león en Chile 2016,психически больной человек прыгает лев корпус в Чили 2016 года,رجل مختل عقليا يقفز إلى الضميمة الأسد في تشيلي 2016
r42,https://www.youtube.com/watch?v=vvU2h4-rgsw,real,Elephant Attcak in Thrissur Pooram,attcak éléphant dans thrissur Pooram,attcak elefante en thrissur pooram,слон attcak в Триссуре Пуров,attcak الفيل في بورم ثريسور
r43,https://www.youtube.com/watch?v=A4N73DY-NX4,real,Stephan Miller fatally attacked by grizzly bear,stephan meunier mortellement attaqué par grizzli,Stephan Miller fatalmente atacado por el oso pardo,Stephan мельник фатально нападению медведя гризли,ستيفان ميلر هجوم بالرصاص من قبل الدب
r44,https://www.youtube.com/watch?v=Zg2ebJ3reQM,real,RUSSIA,METEOR BLAST IN LOCAL SCHOOL Meteor Hits Russia,russie,explosion d'étoiles filantes dans météore école locale frappe la Russie,Rusia,la explosión de meteoritos en la escuela local de meteoritos golpea en Rusia,Россия,метеоритный взрыв в местной школе метеор хиты россии,روسيا، انفجار نيزك في نيزك المدارس المحلية يضرب روسيا
r45,https://www.youtube.com/watch?v=4IfS86pJ4uM,real,Russian Meteor Impact Footage,images d'impact de météorites russe,material de archivo impacto de meteoritos ruso,Влияние кадры России метеоритной,لقطات تأثير الروسية نيزك
r46,https://www.youtube.com/watch?v=90Omh7_I8vI,real,Russian Meteorite Explosion,explosion russe météorite,explosión de meteoritos ruso,русский метеорит взрыв,انفجار نيزك الروسية
r47,https://www.youtube.com/watch?v=LtFrsa7Yico,real,US Airways 1549 Crash Landing Hudson River CCTV,nous voies respiratoires 1549 accident atterrissage rivière hudson cctv,1549 de US Airways accidente de circuito cerrado de televisión de aterrizaje Hudson River,мы дыхательные пути 1549 аварийную посадку реки Гудзон Видеодомофон,لنا الهوائية 1549 تحطم الدوائر التلفزيونية المغلقة والهبوط نهر هدسون
r48,https://www.youtube.com/watch?v=QcGMHjb1W5k,real,US Airways Flight 1549,US Airways vol 1549,Vuelo 1549 de US Airways,нам дыхательные пути полета 1549,رحلة لنا الهوائية 1549
r49,https://www.youtube.com/watch?v=Sn-q-HdAxco,real,Major fire,explosion after train carrying crude oil derails in Lynchburg,Virginia,important incendie,d'explosion après train transportant des dérailleurs du pétrole brut à Lynchburg,Virginia,de incendio,explosión después de tren que transportaba descarrila crudo en Lynchburg,Virginia,крупный пожар,взрыв после того,как поезд с рельсами сырой нефти в Линчберге,штат Вирджиния,حريق كبير، الانفجار بعد قطار يحمل النفط الخام عن مساره في ينشبورغ، فيرجينيا
r50,https://www.youtube.com/watch?v=Bg8Sw319J60,real,Pit bull attacks a smaller beagle in front of its owner,pit-bull attaque un beagle plus petit en face de son propriétaire,pit bull ataca a un beagle más pequeña frente a su propietario,питбуль нападает меньший бигль перед его владельцем,يهاجم حفرة الثور بيغل أصغر أمام صاحبها
r51,https://www.youtube.com/watch?v=24gECuCSYec,real,Surveillance video of shooting of Miami-Dade police officer,growhouse suspect,vidéo de surveillance de tir de policier miami-dade,suspect de maison de culture,video de vigilancia de rodaje de agente de la policía de Miami-Dade,growhouse sospechoso,видеонаблюдение стрельбы сотрудника полиции майами-Дейд,growhouse подозреваемого,فيديو للمراقبة من إطلاق النار على ضابط شرطة ميامي ديد، growhouse المشتبه به
r52,https://www.youtube.com/watch?v=zCliWb4rdsY,real,14-year-old girl thrown off ride at amusement park in Chongqing,fille âgée de 14 ans jeté hors tour au parc d'attractions à chongqing,De 14 años de edad,niña arrojado fuera de paseo en el parque de atracciones en Chongqing,14-летняя девушка скинула ездить в парке аттракционов в Чунцине,فتاة تبلغ من العمر 14 عاما القيت قبالة ركوب في متنزه فى تشونغتشينغ
r53,https://www.youtube.com/watch?v=dRoM4RSCOOg,real,Plane crash in Perth kills 2 on Australia Day,accident d'avion en perth tue 2 le jour en Australie,accidente de avión en Perth mata a 2 días en Australia,Авиакатастрофа в Перте убивает 2 на День Австралии,تحطم طائرة في بيرث يقتل 2 يوم أستراليا
r54,https://www.youtube.com/watch?v=geNbBg7avgY,real,Cop stabbed by man trying to explode gas station,flic poignardé par l'homme essayant de faire exploser la station de gaz,policía apuñalado por hombre que trata de explotar una gasolinera,полицейский зарезал человек пытается взорвать заправочную станцию,شرطي طعن من قبل رجل يحاول تفجير محطة الغاز
r55,https://www.youtube.com/watch?v=EMCghdsQu4s,real,Police Dashcam Footage Captures Train Crashing Into FedEx Truck,images de DASHCAM de police capture le train s'écraser dans le camion fedex,material de archivo dashcam policía captura tren chocar contra camión de Federal Express,полиция захватывает кадры автомобильного видеорегистратора поезд,врезавшийся Федерал Ехпресс грузовик,لقطات dashcam الشرطة يلتقط القطار تصطدم الشاحنة فيديكس
r56,https://www.youtube.com/watch?v=JEE8f98MlnA,real,Munich Shooting: Gunman Footage opening fire near McDonalds,Olympia shopping centre,tir munich: homme armé d'ouvrir le feu de images de McDonalds,centre commercial olympia,Múnich tiro: tirador material abriendo fuego cerca de McDonalds,centro comercial Olympia,мюнхен съемки: стрелявший кадры открытия огня возле McDonalds,торгового центра Olympia,ميونيخ اطلاق النار: مسلح لقطات فتح النار قرب ماكدونالدز، مركز التسوق أولمبيا
r57,https://www.youtube.com/watch?v=WD4ELHz0gd0,real,When Sea World Killer Whales Hunt Birds,quand tueur du monde de la mer baleines chassent les oiseaux,cuando el asesino mundo del mar ballenas caza de aves,когда море мир Косатки охотятся на птиц,عندما القاتل عالم البحار الحيتان الطيور مطاردة
r58,https://www.youtube.com/watch?v=j50DAVSH23c,real,FLORIDA SHARK ATTACKS IN BROAD DAYLIGHT 5 FEET FROM SHORE FLORIDA BEACH,attaques de requins en Floride,en plein jour 5 pieds de rivage plage Floride,ataques de tiburones florida en plena luz del día 5 pies de orilla de la playa de la Florida,нападения акулы Флориды бела дня 5 футов от берега Флориды Бича,هجمات القرش في فلوريدا في وضح النهار 5 أقدام من الشاطئ شاطئ فلوريدا
r59,https://www.youtube.com/watch?v=S6-GkIzzzFg,real,NEAR DEATH AT SEAWORLD KILLER WHALE ATTACKS TRAINER,près de la mort à des attaques d'épaulards de SeaWorld formateur,cerca de la muerte en el Sea World asesino ataques de ballenas entrenador,при смерти в SeaWorld убийцы атак кита тренер,الموت القريب في سي وورلد القاتل الهجمات الحوت مدرب
r60,https://www.youtube.com/watch?v=EiT-FQVyoe8,real,Tourist's Camera Rolls Seconds Before Killer Whale Attacks SeaWorld Trainer,La caméra de tourisme roule secondes avant formateur attaques épaulards de SeaWorld,La cámara de turismo rollos segundos antes de que el entrenador ataques de orcas de SeaWorld,Камера туристская катится секундами до нападения косаток: Seaworld тренера,كاميرا السائح تتحرك ثانية قبل المدرب الهجمات حوت قاتل سي وورلد
r61,https://www.youtube.com/watch?v=Ndk1d5lSUNg,real,Student shot in the head for mistaken identity,tir étudiant à la tête d'une erreur d'identité,estudiante disparó en la cabeza de identidad equivocada,студент выстрел в голову для ошибочного опознания,أطلق الطالب النار في الرأس لخطأ في تحديد الهوية
r62,https://www.youtube.com/watch?v=1ovTo30_myI,real,St.Louis Airport Tornado,tornade de l'aéroport st.louis,st.louis tornado aeropuerto,Сент-Луис Торнадо аэропорта,سانت لويس المطار اعصار
r63,https://www.youtube.com/watch?v=MgbYdnL6e8Q,real,St Louis airport tornado hitting concourse C-10,st louis tornade aéroport frapper c-hall 10,St Louis Airport tornado que golpea explanada C-10,Сент-Луис аэропорта Торнадо ударяя стечение с-10,سانت لويس اعصار ضرب المطار التقاء ج-10
r64,https://www.youtube.com/watch?v=wR4QAS9rB7E,real,St Louis Lambert Tornado,st louis lambert tornade,tornado de San Luis Lambert,Сент-Луис Ламберт Торнадо,سانت لويس لامبرت اعصار
r65,https://www.youtube.com/watch?v=kjx-JlwYtyE,real,Oklahoma tornado: elementary school moments after tornado struck,tornade oklahoma: moments de l'école élémentaire après tornade a frappé,Oklahoma tornado: momentos después de la escuela primaria tornado azotó,оклахома смерч: элементарные моменты школы после торнадо поражали,أوكلاهوما اعصار: لحظات المدرسة الابتدائية بعد اعصار ضرب
r66,https://www.youtube.com/watch?v=HB2jgJJG2is,real,blast at Fukushima nuke plant,radiation leak reported,explosion à l'usine fukushima nuke,fuite de rayonnement rapporté,explosión en planta nuclear de Fukushima,informó fuga de radiación,Взрыв на Фукусиме НИОТ заводе,сообщает излучение утечки,انفجار في المحطة النووية فوكوشيما، ذكرت تسرب اشعاعي
r67,https://www.youtube.com/watch?v=j3fUqdGXLbM,real,Skyscrapers in Tokyo swaying in Earthquake,Gratte-ciel tokyo se balancent au tremblement de terre,rascacielos en Tokio se mecen en el terremoto,небоскребы в Токио качается землетрясение,ناطحات السحاب في طوكيو يتمايل في الزلزال
r68,https://www.youtube.com/watch?v=x9QNzGY0qxw,real,Earthquake in Sendai during the Great East Japan Earthquake (Sendai City),tremblement de terre en sendai lors du grand tremblement de terre de l'est du Japon (ville sendai),terremoto en Sendai durante el gran terremoto del este de Japón (ciudad de Sendai),Землетрясение в Сендай во время большой востоке Японии землетрясения (Сендай город),زلزال في سينداي خلال زلزال شرق اليابان العظيم (مدينة سنداي)
r69,https://www.youtube.com/watch?v=p_6iDBoOvb0,real,March 11 Earthquake in Tokyo super shop Earthquake in Japan,11 mars tremblement de terre au tremblement de terre super magasin tokyo au Japon,terremoto del 11 de marzo de en Tokio terremoto súper tienda en japón,Землетрясение 11 марта в Токио супер магазин землетрясения в Японии,زلزال 11 مارس في طوكيو زلزال سوبر متجر في اليابان
r70,https://www.youtube.com/watch?v=DhucLrfxQVI,real,Tohoku Region Pacific Coast Earthquake: Tsunami reached Sendai Airport,Tohoku tremblement de terre côte du Pacifique: le tsunami a atteint l'aéroport sendai,región de Tohoku costa del Pacífico terremoto: tsunami alcanzó aeropuerto de Sendai,Тохоку Тихоокеанское побережье землетрясения: цунами достигло SENDAI аэропорта,بلغ تسونامي مطار سينداي: منطقة توهوكو ساحل المحيط الهادئ الزلزال
r71,https://www.youtube.com/watch?v=eSiSWPnHpG4,real,Smart car stupid driver,intelligent pilote stupide voiture,coche inteligente del conductor estúpida,умный автомобиль глупый водитель,السيارة الذكية سائق غبي
r72,https://www.youtube.com/watch?v=3HrdgaiM9sY,real,Woman dies in high water floods,femme meurt dans les hautes crues d'eau,mujer muere en las inundaciones de agua altos,женщина умирает в половодье воды,تموت امرأة في فيضانات المياه عالية
r73,https://www.facebook.com/KeithDanielsFOX45/videos/921639941277777/,real,Men swept away by flood trying to help selfish woman,les hommes balayés par les inondations en essayant d'aider la femme égoïste,los hombres arrastrados por las inundaciones tratar de ayudar a la mujer egoísta,мужчины сметены наводнения,пытаясь помочь эгоистичную женщину,اجتاحت الرجال بعيدا عن الفيضانات في محاولة لمساعدة امرأة أنانية
r74,https://www.youtube.com/watch?v=TfpR8AFegdI,real,Driver playing Pokemon Go crashes into police car,pilote pokemon jeu vont percute la voiture de police,pokemon conductor jugando van choca contra auto de policía,водитель играет покемон идти врезается в полицейскую машину,سائق لعب البوكيمون الذهاب إلى تحطم سيارة شرطة
r75,https://www.youtube.com/watch?v=XgCByAtNXmY,real,Loveparade 2010 - View of the ramp. 19 dead,over 300 injured,Loveparade 2010 - Vue de la rampe. 19 morts,plus de 300 blessés,loveparade 2010 - vista de la rampa. 19 muertos,más de 300 heridos,Loveparade 2010 - вид рампы. 19 мертвых,более 300 получили ранения,loveparade 2010 - عرض المنحدر. 19 قتيلا، وأكثر من 300 جريح
